bbl,address,bldgclass,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,lat,lon
1002980018,56 HESTER STREET,C7,50.3268424944479,62304.631008126504,170.6976192003466,185.20278037956828,251.63421247223948,40.71567656237794,-73.99076437739943
1002980018,56 HESTER STREET,C7,50.3268424944479,62304.631008126504,170.6976192003466,185.20278037956828,251.63421247223948,40.71571818708233,-73.99083108618147
1002980015,58 HESTER STREET,C7,58.12010918982412,71952.69517700226,197.1306717178144,213.88200181855274,290.6005459491206,40.71574470626128,-73.99098021775761
1003100032,27 ESSEX STREET,C7,16.663851479764208,20629.84813194809,56.52013186835093,61.322973445532284,83.31925739882104,40.71583943245471,-73.98984367742665
1003100024,43 ESSEX STREET,C7,34.22616789116098,42371.9958492573,116.0876598609789,125.95229783947241,171.1308394558049,40.716379040587164,-73.98965009573642
1004090026,246 BROOME STREET,C7,32.296144988483086,39982.62749574206,109.54144519381387,118.84981355761775,161.48072494241543,40.718108134535086,-73.98951197472215
1004090027,248 BROOME STREET,C7,29.171833011132197,36114.72926778166,98.94446374734702,107.35234548096649,145.85916505566098,40.71813185554688,-73.98961322263196
1004090043,101 DELANCEY STREET,C7,46.61672262596054,57711.50261093915,158.11370578339492,171.5495392635348,233.0836131298027,40.7184922382028,-73.9889001075884
1003530051,106 NORFOLK STREET,C7,39.29238963554082,48643.97836879954,133.27117361314941,144.59599385879022,196.4619481777041,40.7188424723296,-73.98689437488005
1003530057,131 RIVINGTON STREET,C7,69.5137864542169,86058.06763032053,235.7755277543028,255.8107341515182,347.56893227108446,40.71936133263929,-73.98669295812584
1003530024,129 RIVINGTON STREET,C7,41.14151589556438,50933.19667870871,139.54300459920194,151.40077849567692,205.7075794778219,40.7195128963085,-73.986978782239
1003100040,61 HESTER STREET,C7,47.57284406505182,58895.18095253415,161.3566601439292,175.0680661593907,237.86422032525908,40.71591298296692,-73.99032300886022
1003100029,33 ESSEX STREET,C7,30.12464586145581,37294.311576482294,102.1761960999515,110.85869677015738,150.62322930727905,40.716049511782735,-73.98979598970953
1003100026,39 ESSEX STREET,C7,27.597111110543775,34165.22355485319,93.60335220507723,101.5573688868011,137.98555555271886,40.7162396397126,-73.98969473312948
1003090025,45 LUDLOW STREET,C7,24.639247788590396,30503.38876227491,83.57092811582167,90.67243186201266,123.19623894295196,40.716409322705516,-73.9904836748306
1003080024,47 ORCHARD STREET,C7,27.825012303563355,34447.36523181143,94.37634310085323,102.39604527711315,139.12506151781676,40.71644573443255,-73.99134270391306
1003090024,47 LUDLOW STREET,C7,25.61190905959224,31707.54341577519,86.86998196102792,94.25182533929944,128.0595452979612,40.71646660582881,-73.9904429105791
