bbl,address,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,roof_area_m2,lat,lon
1002970022,13 ESSEX STREET,53.353583801216146,66051.73674590558,180.96366231754953,196.34118838847542,266.7679190060807,313.8446105953891,40.71521834853986,-73.99023102963342
1002970022,13 ESSEX STREET,53.353583801216146,66051.73674590558,180.96366231754953,196.34118838847542,266.7679190060807,313.8446105953891,40.71521834853986,-73.99023102963342
1002990027,25 ORCHARD STREET,35.67214608733177,44162.11685611673,120.99210097566227,131.2734976013809,178.36073043665883,209.83615345489275,40.71548620609944,-73.9918591224357
1002990022,35 ORCHARD STREET,35.500484804505525,43949.60018797784,120.40986352870641,130.64178408058032,177.50242402252763,208.8263812029737,40.71579738635178,-73.99168971278391
1002980018,56 HESTER STREET,50.327016234088696,62304.846097801805,170.69820848712823,185.2034197414464,251.63508117044347,296.0412719652276,40.715676562408106,-73.99076437733198
1002980018,56 HESTER STREET,50.327016234088696,62304.846097801805,170.69820848712823,185.2034197414464,251.63508117044347,296.0412719652276,40.715676562408106,-73.99076437733198
1002980018,56 HESTER STREET,50.327016234088696,62304.846097801805,170.69820848712823,185.2034197414464,251.63508117044347,296.0412719652276,40.715718187105345,-73.99083108614761
1002980018,56 HESTER STREET,50.327016234088696,62304.846097801805,170.69820848712823,185.2034197414464,251.63508117044347,296.0412719652276,40.715718187105345,-73.99083108614761
1002980015,58 HESTER STREET,58.12030982464238,71952.94356290727,197.1313522271432,213.88274015468397,290.6015491232119,341.8841754390728,40.71574470626246,-73.99098021775221
1003100032,27 ESSEX STREET,16.663909030657752,20629.919379954295,56.52032706836793,61.32318523282053,83.31954515328876,98.02299429798677,40.71583943244316,-73.98984367743658
1003100024,43 ESSEX STREET,34.226286119748295,42372.14221624839,116.08806086643393,125.95273292067372,171.13143059874147,201.33109482204878,40.7163790405384,-73.9896500958005
1004090026,246 BROOME STREET,32.296256617533565,39982.76569250655,109.54182381508645,118.85022435252353,161.4812830876678,189.9779801031386,40.71810813456881,-73.98951197464501
1004090027,248 BROOME STREET,29.171933836704582,36114.85408984027,98.94480572558979,107.35271651907286,145.8596691835229,171.5996108041446,40.718131855584396,-73.98961322258094
1003530049,102 NORFOLK STREET,47.65012975051345,58990.86063113565,161.6187962496867,175.3524774818895,238.25064875256723,280.29488088537323,40.718741722560125,-73.98693942343739
1003530051,106 NORFOLK STREET,39.292525608752776,48644.14670363594,133.27163480448203,144.5964942402102,196.46262804376386,231.13250358089866,40.71884247231036,-73.9868943749431
1004090043,101 DELANCEY STREET,46.616883798480934,57711.702142519396,158.11425244525861,171.55013237840984,233.08441899240466,274.2169635204761,40.71849223814481,-73.98890010765699
1003530020,121 RIVINGTON STREET,51.56035307559577,63831.71710758757,174.88141673311662,189.74209931819243,257.8017653779788,303.296194562328,40.71957941958545,-73.98734807359149
1003000004,42 ELDRIDGE STREET,25.64795494621405,31752.168223412995,86.99224170798081,94.3844742020677,128.23977473107024,150.87032321302382,40.715745682994,-73.99295846063316
1003000005,44 ELDRIDGE STREET,25.197471589354702,31194.46982762112,85.46430089759211,92.7266954488253,125.9873579467735,148.2204211138512,40.71581018463864,-73.99292541838851
1003000006,46 ELDRIDGE STREET,24.83123940416776,30741.07438235969,84.222121595506,91.37896100733735,124.15619702083879,146.0661141421633,40.715874261881545,-73.99289331982806
