bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
1004160066,149 ORCHARD STREET,C7,6.0,1900,185.41007936576193,157.59856746089764,31.51971349217953,39021.40530331826,106.90795973511851,115.99254565122067
1004160065,151 ORCHARD STREET,C7,6.0,1900,168.75617888763335,143.44275205448835,28.688550410897673,35516.42540869132,97.30527509230498,105.57386551210344
1004110042,138 LUDLOW STREET,C7,6.0,1920,280.9656398467983,238.82079386977856,47.764158773955714,59132.028562157175,162.0055577045402,175.77210428815704
1004110027,143 LUDLOW STREET,C7,6.0,1920,193.12886914693658,164.15953877489608,32.83190775497922,40645.90180066427,111.35863507031307,120.82142053832352
1004110003,150 ORCHARD STREET,C7,6.0,1920,211.44816813179165,179.7309429120229,35.94618858240458,44501.38146501687,121.92159305484074,132.28197398324886
1004110005,154 ORCHARD STREET,C7,6.0,1920,182.21232169968636,154.8804734447334,30.976094688946684,38348.405224915994,105.06412390387943,113.9920284553238
1004110005,154 ORCHARD STREET,C7,6.0,1920,182.21232169968636,154.8804734447334,30.976094688946684,38348.405224915994,105.06412390387943,113.9920284553238
1004110021,153 LUDLOW STREET,C7,6.0,1900,153.50459614913777,130.4789067267671,26.09578134535342,32306.577305547533,88.51117070013022,96.03247535090058
1004250026,17 RIVINGTON STREET,C7,6.0,1900,206.61865234065488,175.62585448955664,35.12517089791133,43484.96157161423,119.13688101812117,129.2606289043137
1004260044,8 RIVINGTON STREET,C7,6.0,1920,223.4610899456338,189.94192645378874,37.98838529075775,47029.62098995809,128.84827668481668,139.7972578699885
1004260002,217 BOWERY,C7,6.0,1900,211.94470591947803,180.1530000315563,36.03060000631126,44605.88280781334,122.20789810359818,132.59260802322544
1004920007,202 ELIZABETH STREET,C7,6.0,1900,224.5366475433572,190.8561504118536,38.17123008237072,47255.982841974954,129.46844614239714,140.47012670312424
1004930009,228 MOTT STREET,C4,6.0,1900,156.36168832050592,132.90743507243002,26.581487014486004,32907.88092393368,90.15857787379089,97.81987221330849
1004930010,230 MOTT STREET,C7,6.0,1900,147.3859183827307,125.27803062532108,25.055606125064216,31018.840382829498,84.98312433651917,92.20463054023631
1004930012,234 MOTT STREET,C4,6.0,1900,146.71843265883857,124.71066776001278,24.94213355200256,30878.361337379167,84.59825023939497,91.78705147136941
1004930017,20 PRINCE STREET,C7,6.0,1900,381.32820020802257,324.12897017681917,64.82579403536384,80254.33301578043,219.8748849747409,238.55892205013893
1005070001,13 PRINCE STREET,C7,6.0,1910,228.29440596577848,194.0502450709117,38.81004901418234,48046.84067955774,131.63517994399382,142.820980372191
1004260022,13 STANTON STREET,C7,6.0,1920,116.26519431247719,98.8254151656056,19.765083033121122,24469.17279500395,67.03882957535329,72.73550556188573
1004930013,30 PRINCE STREET,C7,6.0,1900,232.1344326188522,197.31426772602435,39.46285354520487,48855.01268896363,133.84934983277708,145.22330104635392
1005080046,17 PRINCE STREET,C7,6.0,1914,125.08826086004227,106.32502173103593,21.26500434620719,26326.0753806045,72.12623391946438,78.25521599404246
1002920010,28 FORSYTH STREET,C7,6.0,1900,213.29494105817653,181.30069989945005,36.26013997989001,44890.05329510383,122.98644738384611,133.43731512599524
1003030020,122 HESTER STREET,C7,6.0,1910,196.63196494469466,167.13717020299046,33.427434040598094,41383.16334226044,113.37852970482314,123.01295726940099
1003040035,75 CHRYSTIE STREET,C7,6.0,1910,418.73389476651556,355.9238105515382,71.18476211030764,88126.73549256087,241.44311093852292,261.9599245659321
1003040031,83 CHRYSTIE STREET,C7,6.0,1910,298.49013294161836,253.7166130003756,50.74332260007512,62820.233378893,172.11022843532328,186.73542716827643
1002050004,106 MULBERRY STREET,C7,6.0,1915,311.78096360149914,265.01381906127426,53.002763812254855,65617.4215995715,179.77375780704523,195.05017082909785
1002060004,119 BAXTER STREET,C7,6.0,1910,188.65709548483292,160.358531162108,32.0717062324216,39704.77231573794,108.78019812530941,118.02387893531147
1002050023,111 MOTT STREET,C7,6.0,1900,161.0014314218404,136.85121670856435,27.37024334171287,33884.36125704054,92.83386645764531,100.72249549750336
1002060004,119 BAXTER STREET,C7,6.0,1910,188.65709548483292,160.358531162108,32.0717062324216,39704.77231573794,108.78019812530941,118.02387893531147
1002380040,173 HESTER STREET,C7,6.0,1910,410.1702428850623,348.64470645230296,69.7289412904606,86324.42931759021,236.50528580161702,256.602503948895
1002370029,121 MOTT STREET,C7,6.0,1912,229.65451215134115,195.20633532863997,39.04126706572799,48333.08862737125,132.41942089690755,143.671862801879
1002370028,123 MOTT STREET,C7,6.0,1912,197.02200162022802,167.4687013771938,33.49374027543876,41465.250460993186,113.60342592052928,123.25696421361464
1002050018,174 HESTER STREET,C7,6.0,1910,162.27675317054997,137.93524019496746,27.587048038993494,34152.765472273946,93.56922047198341,101.52033678349606
1002030015,58 ELIZABETH STREET,C7,6.0,1900,342.56769515036774,291.1825408778126,58.23650817556252,72096.7971213464,197.52547156533262,214.31035008607006
1002030015,58 ELIZABETH STREET,C7,6.0,1900,342.56769515036774,291.1825408778126,58.23650817556252,72096.7971213464,197.52547156533262,214.31035008607006
1003040030,85 CHRYSTIE STREET,C7,6.0,1910,174.19241176036394,148.06354999630935,29.61270999926187,36660.534979086195,100.43982186051012,108.97477279728369
1003040029,87 CHRYSTIE STREET,CB,6.0,1900,162.37625257777606,138.01981469110964,27.60396293822193,34173.70611751875,93.6265921027911,101.5825836126567
1002390008,84 ELIZABETH STREET,C7,6.0,1910,159.65011264616942,135.702595749244,27.140519149848803,33599.962707512816,92.05469234935018,99.87711047144359
1002390010,88 ELIZABETH STREET,C7,6.0,1910,153.95095288335327,130.85830995085027,26.171661990170055,32400.517543830527,88.76854121597404,96.3117161238258
1002380004,124 MOTT STREET,C7,6.0,1912,300.0738417770575,255.06276551049888,51.01255310209978,63153.54074039953,173.02339928876583,187.72619541572718
1002380027,83 ELIZABETH STREET,C7,6.0,1900,318.5624719016703,270.77810111641975,54.155620223283954,67044.65783642554,183.68399407239875,199.29268242168496
1002380027,83 ELIZABETH STREET,C7,6.0,1900,318.5624719016703,270.77810111641975,54.155620223283954,67044.65783642554,183.68399407239875,199.29268242168496
1002380023,91 ELIZABETH STREET,C7,6.0,1910,225.17371876171447,191.3976609474573,38.27953218949146,47390.06085059043,129.83578315230255,140.86867845732857
