name,base_bbl,shape_area,construction_year,ground_elevation,mappluto_bbl,objectid,feature_code,shape_length,height_roof,last_status_type,bin,last_edited_date,geom_source,doitt_id,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,bbl,address,bldgclass,numfloors,yearbuilt,zoning_dist,commercial_overlay,special_purpose,limited_height,in_mih,has_edesignation,fema_firm_zone,in_historic_district
,1004060055,211.46484375,1905,15,1004060055,166400,2100,62.058749900425831,41.7,Constructed,1083459,2017-08-22 19:20:59+00:00,Photogrammetric,269773,121.31,103.12,20.62,25532.0,69.9,3.39,,,,,,R8B,,,,False,False,,False
,1004070052,318.87890625,1920,14,1004070052,5535,2100,90.03526433915458,57.36,Constructed,1005260,2017-08-22 18:37:00+00:00,Photogrammetric,226971,182.93,155.49,31.1,38500.0,105.5,3.39,,,,,,R7A,,,,False,False,,False
,1004040051,307.3359375,1906,16,1004040051,1054548,2100,90.07571512624969,49.93,Constructed,1005157,2020-01-28 17:20:16+00:00,Photogrammetric,100144,176.32,149.87,29.97,37109.0,101.7,3.39,,,,,,R7A,,,,False,False,,False
,1004410020,911.484375,1930,15,1004410020,866136,2100,120.76887081954021,59.57,Constructed,1077678,2025-02-10 19:57:52+00:00,Photogrammetric,369131,522.88,444.45,88.89,110046.0,301.5,3.39,,,,,,R8B,,,,False,False,,False
,1004050054,215.3828125,1999,15,1004057503,551265,2100,63.253857249419092,37,Constructed,1088377,2017-08-22 18:38:16+00:00,Other (Manual),957664,123.56,105.03,21.01,26005.0,71.2,3.39,,,,,,R7A,,,,False,False,,False
,1004050042,347.234375,1900,14,1004050042,273317,2100,75.272103299645565,48.69,Constructed,1076975,2019-03-26 19:24:07+00:00,Photogrammetric,752598,199.21,169.33,33.87,41926.0,114.9,3.39,,,,,,C1-6A,,,,False,False,,False
,1004070005,176.1640625,1900,16,1004070005,550139,2100,54.410430336470171,40.73,Constructed,1077618,2017-08-22 17:30:54+00:00,Photogrammetric,391315,101.06,85.9,17.18,21269.0,58.3,3.39,,,,,,R8B,,,,False,False,,False
,1004060003,267.3515625,1910,17,1004060003,967886,2100,72.102108621404426,53.88,Constructed,1005198,2017-08-22 18:07:00+00:00,Photogrammetric,584149,153.37,130.36,26.07,32278.0,88.4,3.39,,,,,,C1-6A,,,,False,False,,False
,1004390028,152.81640625,1900,18,1004390028,778529,2100,53.563481263256037,40.42,Constructed,1077672,2017-08-22 17:32:04+00:00,Photogrammetric,725876,87.67,74.52,14.9,18452.0,50.6,3.39,,,,,,R8B,,,,False,False,,False
,1004400030,277.84765625,1900,17,1004400030,621151,2100,94.738813084721045,61.67,Constructed,1005994,2017-08-22 18:10:48+00:00,Photogrammetric,849290,159.4,135.49,27.1,33546.0,91.9,3.39,,,,,,R7A,,,,False,False,,False
,1004050039,685.05078125,1868,14,1004050039,752216,2100,116.31879075707953,35.71,Constructed,1005185,2020-01-28 17:20:50+00:00,Photogrammetric,740408,393.02,334.06,66.81,82714.0,226.6,3.39,,,,,,R8B,,,,False,False,,False
,1004410033,314.25390625,1880,16,1004410033,625164,2100,100.79051984385805,56.71,Constructed,1083483,2017-08-22 19:29:44+00:00,Photogrammetric,612773,180.27,153.23,30.65,37940.0,103.9,3.39,,,,,,R7A,,,,False,False,,False
,1004410033,309.51171875,1880,15,1004410033,368149,2100,99.295079902492731,57.89,Constructed,1077680,2017-08-22 18:35:43+00:00,Photogrammetric,77449,177.55,150.91,30.18,37366.0,102.4,3.39,,,,,,R8B,,,,False,False,,False
,1004390028,140.32421875,1900,18,1004390028,307172,2100,52.214200145196607,39.66,Constructed,1077670,2017-08-22 17:48:30+00:00,Photogrammetric,286594,80.5,68.42,13.68,16942.0,46.4,3.39,,,,,,R7A,,,,False,False,,False
,1004060050,298.81640625,1901,14,1004060050,437524,2100,98.0596451439041,72.4,Constructed,1083455,2017-08-22 17:46:06+00:00,Photogrammetric,246976,171.43,145.72,29.14,36080.0,98.8,3.39,,,,,,R8B,,,,False,False,,False
,1004400033,298.34765625,1900,17,1004400033,86947,2100,79.112897482968677,60.19874813,Constructed,1005996,2017-08-22 19:22:55+00:00,Photogrammetric,400154,171.16,145.48,29.1,36022.0,98.7,3.39,,,,,,R7A,,,,False,False,,False
505 E14/ 515 E14,1009720001,2337.48828125,1945,19,1009720001,346658,2100,332.63607909699431,112.58,Constructed,1082883,2017-08-22 18:36:00+00:00,Photogrammetric,489201,1340.93,1139.79,227.96,282211.0,773.2,3.39,,,,,,R8B,,,,False,False,,False
,1004410032,244.6953125,1900,16,1004410032,667521,2100,64.526722719485775,48.12,Constructed,1006021,2017-08-22 17:29:33+00:00,Photogrammetric,284447,140.38,119.32,23.86,29543.0,80.9,3.39,,,,,,C1-6A,,,,False,False,,False
,1004040006,222.43359375,1900,17,1004040006,854406,2100,61.277268346331425,49.98,Constructed,1084532,2017-08-22 18:26:08+00:00,Photogrammetric,612600,127.61,108.47,21.69,26856.0,73.6,3.39,,,,,,C1-6A,,,,False,False,,False
,1004040054,67.75,1900,16,1004040054,861623,2100,33.270914778136017,39.94,Constructed,1076963,2012-01-01 00:00:00+00:00,Photogrammetric,1157409,38.87,33.04,6.61,8181.0,22.4,3.39,,,,,,R8B,,,,False,False,,False
,1004060042,191.69140625,1900,14,1004060042,867056,2100,67.5686046404034,53.66,Constructed,1084887,2017-08-22 17:53:48+00:00,Photogrammetric,610591,109.97,93.48,18.7,23145.0,63.4,3.39,,,,,,R7A,,,,False,False,,False
,1004050053,327.91015625,,16,1004057501,110511,2100,107.73624963826555,54.83,Constructed,1005193,2019-01-22 17:36:26+00:00,Photogrammetric,495513,188.12,159.9,31.98,39591.0,108.5,3.39,,,,,,R7-2,,,,False,False,,False
,1004680045,280.89453125,1930,30,1004680045,389829,2100,102.74930227370677,63.43,Constructed,1006874,2017-08-22 17:34:33+00:00,Photogrammetric,143976,161.13,136.96,27.39,33911.0,92.9,3.39,,,,,,R8B,,,,False,False,,False
,1004520052,292.921875,1900,28,1004520052,864133,2100,105.07497707252442,71.78,Constructed,1006467,2017-08-22 18:08:48+00:00,Photogrammetric,795768,168.04,142.84,28.57,35367.0,96.9,3.39,,,,,,R7A,,,,False,False,,False
,1004540059,468.2265625,1900,24,1004540059,579947,2100,155.99703339252255,73.47,Constructed,1006505,2017-08-22 18:11:34+00:00,Photogrammetric,207566,268.6,228.31,45.66,56530.0,154.9,3.39,,,,,,C1-6A,,,,False,False,,False
,1004510054,266.44921875,1900,29,1004510054,38284,2100,88.829514389688853,68.33,Constructed,1006428,2017-08-22 19:33:46+00:00,Photogrammetric,834126,152.85,129.92,25.98,32169.0,88.1,3.39,,,,,,R7A,,,,False,False,,False
,1004510015,205.8671875,1900,28,1004510015,621814,2100,61.111631363327142,57.72,Constructed,1006406,2017-08-22 18:27:56+00:00,Photogrammetric,563739,118.1,100.39,20.08,24856.0,68.1,3.39,,,,,,R8B,,,,False,False,,False
,1004520034,150.296875,1901,24,1004520034,648624,2100,50.934913840957137,26.48,Constructed,1006453,2017-08-22 17:42:04+00:00,Photogrammetric,595322,86.22,73.29,14.66,18147.0,49.7,3.39,,,,,,R7A,,,,False,False,,False
,1004680044,283.7578125,1920,30,1004680044,233874,2100,79.4823976476774,59.04,Constructed,1006873,2017-08-22 18:57:19+00:00,Photogrammetric,111246,162.78,138.36,27.67,34258.0,93.9,3.39,,,,,,R8B,,,,False,False,,False
,1004520021,277.98046875,1900,26,1004520021,997490,2100,98.656818188509646,67.42,Constructed,1006442,2017-08-22 17:52:04+00:00,Photogrammetric,738587,159.47,135.55,27.11,33562.0,92.0,3.39,,,,,,R7A,,,,False,False,,False
,1004520037,407.87109375,1920,25,1004520037,548716,2100,101.18330789179878,34.81,Constructed,1006455,2017-08-22 17:56:38+00:00,Photogrammetric,701579,233.99,198.89,39.78,49245.0,134.9,3.39,,,,,,R8B,,,,False,False,,False
,1004520011,348.88671875,1900,28,1004520011,138242,2100,99.026212538856242,59.91,Constructed,1006437,2017-08-22 18:21:51+00:00,Photogrammetric,719009,200.15,170.13,34.03,42124.0,115.4,3.39,,,,,,R8B,,,,False,False,,False
,1004510056,181.859375,1900,30,1004510056,747949,2100,55.917387324775959,43.39,Constructed,1006430,2017-08-22 19:11:18+00:00,Photogrammetric,313962,104.33,88.68,17.74,21957.0,60.2,3.39,,,,,,C1-6A,,,,False,False,,False
,1004520050,279.203125,1900,28,1004520050,297223,2100,91.328532475465082,68.19,Constructed,1006465,2017-08-22 19:37:25+00:00,Photogrammetric,391175,160.16,136.14,27.23,33708.0,92.4,3.39,,,,,,R7A,,,,False,False,,False
,1004530002,328.1015625,1900,29,1004530002,524925,2100,93.293144946580426,56.09,Constructed,1006470,2017-08-22 17:31:13+00:00,Photogrammetric,604414,188.22,159.99,32.0,39613.0,108.5,3.39,,,,,,C1-6A,,,,False,False,,False
,1004520053,292.6875,1920,28,1004520053,679291,2100,96.480872935593538,56.94,Constructed,1006468,2017-08-22 19:06:11+00:00,Photogrammetric,637020,167.9,142.72,28.54,35337.0,96.8,3.39,,,,,,R7A,,,,False,False,,False
,1004520026,189.078125,1900,25,1004520026,506022,2100,57.067727985811509,47.13,Constructed,1083057,2017-08-22 18:14:54+00:00,Photogrammetric,639873,108.47,92.2,18.44,22828.0,62.5,3.39,,,,,,R8B,,,,False,False,,False
,1004530006,213.81640625,1900,29,1004530006,701761,2100,67.925930469553677,53.71,Constructed,1006474,2017-08-22 17:29:13+00:00,Photogrammetric,503177,122.65,104.26,20.85,25814.0,70.7,3.39,,,,,,R8B,,,,False,False,,False
,1004520006,926.08203125,1928,29,1004520006,993371,2100,135.26523017553211,205.89,Constructed,1006435,2017-08-22 17:38:53+00:00,Photogrammetric,603585,531.27,451.58,90.32,111810.0,306.3,3.39,,,,,,R7A,,,,False,False,,False
,1004520015,159.390625,1900,28,1004520015,997474,2100,81.454972738735478,57.47,Constructed,1006439,2017-08-22 17:52:04+00:00,Photogrammetric,520827,91.44,77.72,15.54,19244.0,52.7,3.39,,,,,,C1-6A,,,,False,False,,False
,1004540001,131.46875,1900,27,1004540001,381949,2100,48.323250510889935,49.6,Constructed,1077708,2017-08-22 18:01:30+00:00,Photogrammetric,275737,75.41,64.1,12.82,15872.0,43.5,3.39,,,,,,R8B,,,,False,False,,False
,1004520027,289.03515625,1900,24,1004520027,192858,2100,95.424444592339682,56.38,Constructed,1006447,2017-08-22 17:37:02+00:00,Photogrammetric,204354,165.81,140.94,28.19,34897.0,95.6,3.39,,,,,,R8B,,,,False,False,,False
,1004520030,229.21484375,1900,23,1004520030,10321,2100,68.90772621166505,41.02,Constructed,1006449,2017-08-22 18:01:42+00:00,Photogrammetric,542218,131.5,111.77,22.35,27675.0,75.8,3.39,,,,,,R7A,,,,False,False,,False
,1004540056,322.86328125,1900,24,1004540056,293025,2100,103.76620727759494,71.14,Constructed,1006503,2017-08-22 18:03:05+00:00,Photogrammetric,65586,185.22,157.44,31.49,38982.0,106.8,3.39,,,,,,R8B,,,,False,False,,False
,1004520023,296.95703125,1900,26,1004520023,254239,2100,78.88478655801039,53.81,Constructed,1006444,2017-08-22 18:37:26+00:00,Photogrammetric,108823,170.36,144.8,28.96,35853.0,98.2,3.39,,,,,,R7A,,,,False,False,,False
,1004520044,513.97265625,1920,26,1004520044,272326,2100,93.986116269072781,52.33,Constructed,1006460,2017-08-22 17:36:13+00:00,Photogrammetric,147497,294.85,250.63,50.13,62055.0,170.0,3.39,,,,,,R8B,,,,False,False,,False
,1004520017,251.890625,1900,27,1004520017,655917,2100,85.100052250181022,62.87,Constructed,1006440,2017-08-22 19:06:26+00:00,Photogrammetric,502751,144.5,122.82,24.56,30411.0,83.3,3.39,,,,,,C1-6A,,,,False,False,,False
,1004520018,163.98046875,1900,27,1004520018,358383,2100,52.377460347138978,38.17,Constructed,1077685,2017-08-22 18:54:18+00:00,Photogrammetric,525218,94.07,79.96,15.99,19798.0,54.2,3.39,,,,,,R8B,,,,False,False,,False
,1004520047,273.88671875,1900,27,1004520047,801033,2100,90.9127525260452,69.08,Constructed,1006462,2017-08-22 19:10:09+00:00,Photogrammetric,349683,157.12,133.55,26.71,33068.0,90.6,3.39,,,,,,R8B,,,,False,False,,False
,1004520002,1368.52734375,1929,29,1004520002,917515,2100,193.73385390742646,200.36,Constructed,1006434,2017-08-22 19:26:23+00:00,Photogrammetric,694356,785.08,667.31,133.46,165227.0,452.7,3.39,,,,,,R8B,,,,False,False,,False
,1004540068,135.9609375,1900,26,1004540068,638795,2100,48.889446654853295,36.91,Constructed,1006509,2017-08-22 17:55:28+00:00,Photogrammetric,853517,78.0,66.3,13.26,16415.0,45.0,3.39,,,,,,C1-6A,,,,False,False,,False
,1004520033,333.82421875,1900,22,1004520033,574915,2100,90.340153935822272,64.35,Constructed,1006452,2017-08-22 18:47:33+00:00,Photogrammetric,51216,191.51,162.78,32.56,40305.0,110.4,3.39,,,,,,R7A,,,,False,False,,False
,1004520031,235.2109375,1920,24,1004520031,992180,2100,69.378837006745556,22.03,Constructed,1006450,2017-08-22 19:24:25+00:00,Photogrammetric,239716,134.94,114.7,22.94,28399.0,77.8,3.39,,,,,,R7A,,,,False,False,,False
,1004520049,284.1796875,1900,27,1004520049,866023,2100,94.310319241500025,59.91,Constructed,1006464,2017-08-22 18:08:48+00:00,Photogrammetric,277791,163.03,138.58,27.72,34311.0,94.0,3.39,,,,,,R8B,,,,False,False,,False
,1004510022,248.5390625,1900,27,1004510022,216038,2100,74.061439784460447,54.35,Constructed,1006412,2017-08-22 17:49:26+00:00,Photogrammetric,383184,142.58,121.19,24.24,30007.0,82.2,3.39,,,,,,R8B,,,,False,False,,False
,1004510053,105.265625,1900,28,1004510053,252316,2100,41.045834094067644,24.38,Constructed,1077699,2009-02-14 00:00:00+00:00,Photogrammetric,478715,60.39,51.33,10.27,12710.0,34.8,3.39,,,,,,R7A,,,,False,False,,False
,1004510018,269.69140625,1900,28,1004510018,777577,2100,89.248385774878486,65.65,Constructed,1006409,2017-08-22 18:31:42+00:00,Photogrammetric,358009,154.72,131.51,26.3,32562.0,89.2,3.39,,,,,,R8B,,,,False,False,,False
,1004520048,270.125,1900,27,1004520048,209421,2100,93.101799222735167,66.14,Constructed,1006463,2017-08-22 17:37:03+00:00,Photogrammetric,294900,154.96,131.72,26.34,32613.0,89.4,3.39,,,,,,R8B,,,,False,False,,False
,1004530011,1814.84765625,1940,28,1004530011,611617,2100,213.69698416890205,49.13,Constructed,1082513,2017-08-22 17:30:22+00:00,Photogrammetric,768266,1041.1,884.93,176.99,219110.0,600.3,3.39,,,,,,C1-6A,,,,False,False,,False
,1004530034,5370.8359375,1955,24,1004530034,564937,2100,294.2127614726387,30.35,Constructed,1006478,2017-08-22 19:30:28+00:00,Photogrammetric,346101,3081.08,2618.92,523.78,648445.0,1776.6,3.39,,,,,,R8B,,,,False,False,,False
,1004540023,318.6328125,1900,24,1004540023,749994,2100,105.40115967271173,59.91,Constructed,1006482,2017-08-22 18:50:08+00:00,Photogrammetric,313561,182.78,155.37,31.07,38469.0,105.4,3.39,,,,,,C1-6A,,,,False,False,,False
,1004550050,496.99609375,1910,25,1004550050,912299,2100,109.37701194458455,67.51,Constructed,1006534,2017-08-22 19:26:36+00:00,Photogrammetric,280646,285.1,242.33,48.47,60002.0,164.4,3.39,,,,,,R8B,,,,False,False,,False
,1004520039,257.265625,1920,24,1004520039,965263,2100,90.064590369948817,75.78,Constructed,1006456,2017-08-22 19:02:52+00:00,Photogrammetric,276039,147.59,125.45,25.09,31061.0,85.1,3.39,,,,,,R8B,,,,False,False,,False
,1004540066,149.46484375,1920,24,1004540066,485620,2100,56.400067036380982,64.39,Constructed,1077710,2009-02-14 00:00:00+00:00,Photogrammetric,733881,85.74,72.88,14.58,18045.0,49.4,3.39,,,,,,C1-6A,,,,False,False,,False
,1004540027,340.2734375,1900,24,1004540027,790528,2100,101.9861962376694,58.16,Constructed,1006484,2017-08-22 17:31:54+00:00,Photogrammetric,389136,195.2,165.92,33.18,41081.0,112.6,3.39,,,,,,R7A,,,,False,False,,False
,1004540065,193.0078125,1900,26,1004540065,755507,2100,61.660186181023533,43.05,Constructed,1006508,2017-08-22 19:11:02+00:00,Photogrammetric,300870,110.72,94.11,18.82,23302.0,63.8,3.39,,,,,,R7A,,,,False,False,,False
,1004520015,285.33984375,1900,28,1004520015,37296,2100,91.984283170785758,56.3,Constructed,1084904,2017-08-22 18:15:09+00:00,Photogrammetric,711409,163.7,139.14,27.83,34451.0,94.4,3.39,,,,,,R7A,,,,False,False,,False
,1004680036,390.7421875,1920,29,1004680036,411980,2100,94.59646358562037,60.53,Constructed,1006868,2017-08-22 19:35:34+00:00,Photogrammetric,121434,224.15,190.53,38.11,47174.0,129.2,3.39,,,,,,R8B,,,,False,False,,False
,1004510024,223.609375,1900,27,1004510024,343556,2100,64.2340308447682,52.01,Constructed,1006414,2017-08-22 19:36:57+00:00,Photogrammetric,35241,128.28,109.04,21.81,26998.0,74.0,3.39,,,,,,R8B,,,,False,False,,False
,1004530005,189.30859375,1910,29,1004530005,772502,2100,61.551533588093228,54.65,Constructed,1006473,2017-08-22 18:13:56+00:00,Photogrammetric,41089,108.6,92.31,18.46,22856.0,62.6,3.39,,,,,,R7A,,,,False,False,,False
,1004520046,269.1796875,1900,27,1004520046,367720,2100,93.05209380144575,64.94,Constructed,1006461,2017-08-22 18:35:44+00:00,Photogrammetric,647817,154.44,131.27,26.25,32502.0,89.0,3.39,,,,,,C1-6A,,,,False,False,,False
,1004540063,541.09765625,1900,25,1004540063,154696,2100,128.32537247314161,65,Constructed,1006507,2017-08-22 18:38:52+00:00,Photogrammetric,594458,310.4,263.84,52.77,65327.0,179.0,3.39,,,,,,C1-6A,,,,False,False,,False
,1004510016,307.33203125,1900,28,1004510016,184382,2100,88.0424974539956,56.64,Constructed,1006407,2017-08-22 17:37:21+00:00,Photogrammetric,725227,176.31,149.87,29.97,37107.0,101.7,3.39,,,,,,R7A,,,,False,False,,False
,1004520022,291.94140625,1900,26,1004520022,948171,2100,78.542320921313944,54.13,Constructed,1006443,2017-08-22 17:39:31+00:00,Photogrammetric,430754,167.48,142.36,28.47,35247.0,96.6,3.39,,,,,,R8B,,,,False,False,,False
,1004520024,380.08984375,1900,26,1004520024,12012,2100,96.0247793348146,54.84,Constructed,1006445,2017-08-22 18:01:41+00:00,Photogrammetric,786920,218.05,185.34,37.07,45891.0,125.7,3.39,,,,,,R7A,,,,False,False,,False
,1004680042,621.65625,1900,29,1004687501,1036734,2100,125.06165618173289,70,Constructed,1006882,2017-08-22 17:55:42+00:00,Other (Manual),701216,356.61,303.12,60.62,75051.0,205.6,3.39,,,,,,R7-2,,,,False,False,,False
,1004520028,405.51171875,1900,24,1004520028,483129,2100,85.190518836666584,53.32,Constructed,1006448,2017-08-22 18:51:25+00:00,Photogrammetric,515518,232.63,197.74,39.55,48960.0,134.1,3.39,,,,,,C1-6A,,,,False,False,,False
,1004540004,622.87890625,1920,26,1004540004,903700,2100,141.18449050742311,67.81,Constructed,1006479,2017-08-22 18:42:43+00:00,Photogrammetric,41201,357.32,303.72,60.74,75201.0,206.0,3.39,,,,,,R8B,,,,False,False,,False
,1004520036,183.01953125,1900,23,1004520036,886050,2100,56.724554773932262,16.68,Constructed,1077702,2009-02-14 00:00:00+00:00,Photogrammetric,511022,104.99,89.24,17.85,22097.0,60.5,3.39,,,,,,R8B,,,,False,False,,False
,1004530001,108.41015625,1900,29,1004530001,753113,2100,41.702920879025569,53.48,Constructed,1077705,2017-08-22 19:32:51+00:00,Photogrammetric,712839,62.19,52.86,10.57,13088.0,35.9,3.39,,,,,,R8B,,,,False,False,,False
,1004520032,200.9921875,1900,24,1004520032,909342,2100,60.239939689945217,49.31,Constructed,1006451,2017-08-22 17:40:00+00:00,Photogrammetric,704326,115.3,98.01,19.6,24267.0,66.5,3.39,,,,,,R7A,,,,False,False,,False
,1004510019,502.15234375,1900,28,1004510019,707389,2100,124.97752000583047,63.4,Constructed,1006410,2017-08-22 18:44:16+00:00,Photogrammetric,721057,288.08,244.87,48.97,60629.0,166.1,3.39,,,,,,R8B,,,,False,False,,False
,1004530004,278,1910,29,1004530004,991700,2100,73.550169852711946,54.45,Constructed,1006472,2017-08-22 19:24:25+00:00,Photogrammetric,434927,159.48,135.55,27.11,33563.0,92.0,3.39,,,,,,R8B,,,,False,False,,False
,1004520018,95.1484375,1900,26,1004520018,991609,2100,39.032089234275638,39.41,Constructed,1077700,2009-02-14 00:00:00+00:00,Photogrammetric,850587,54.59,46.4,9.28,11488.0,31.5,3.39,,,,,,R8B,,,,False,False,,False
,1004540066,161.71484375,1920,27,1004540066,151922,2100,57.154121188690567,62.58,Constructed,1077711,2017-08-22 19:41:05+00:00,Photogrammetric,763141,92.77,78.85,15.77,19524.0,53.5,3.39,,,,,,R8B,,,,False,False,,False
,1004540050,561.94921875,1900,23,1004540050,248078,2100,130.24553924351571,66.78,Constructed,1006501,2017-08-22 18:37:38+00:00,Photogrammetric,301303,322.37,274.01,54.8,67845.0,185.9,3.39,,,,,,R8B,,,,False,False,,False
,1004530001,87.21484375,1900,29,1004530001,924572,2100,37.416842358127568,53.64,Constructed,1077706,2017-08-22 17:53:01+00:00,Photogrammetric,464032,50.03,42.53,8.51,10530.0,28.8,3.39,,,,,,R8B,,,,False,False,,False
,1004530010,307.10546875,1900,28,1004530010,492783,2100,92.359157288913849,51.72,Constructed,1006477,2017-08-22 17:45:20+00:00,Photogrammetric,815705,176.18,149.75,29.95,37078.0,101.6,3.39,,,,,,R7A,,,,False,False,,False
,1004520035,379.12890625,1900,24,1004520035,421987,2100,98.825035341119445,56.2,Constructed,1006454,2017-08-22 18:16:48+00:00,Photogrammetric,395368,217.5,184.88,36.98,45775.0,125.4,3.39,,,,,,R8B,,,,False,False,,False
,1004540066,73.4296875,1920,23,1004540066,380754,2100,34.400054347217704,34.09,Constructed,1077712,2012-01-01 00:00:00+00:00,Photogrammetric,1159109,42.12,35.8,7.16,8865.0,24.3,3.39,,,,,,R8B,,,,False,False,,False
,1004510017,295.546875,1900,28,1004510017,136043,2100,81.122181400367168,70,Constructed,1006408,2017-08-22 18:39:15+00:00,Photogrammetric,709579,169.55,144.12,28.82,35683.0,97.8,3.39,,,,,,R7A,,,,False,False,,False
,1004510023,256.55078125,1900,27,1004510023,589197,2100,86.587031103822838,67.38,Constructed,1006413,2017-08-22 18:28:54+00:00,Photogrammetric,570717,147.17,125.1,25.02,30974.0,84.9,3.39,,,,,,R8B,,,,False,False,,False
,1004530008,575.00390625,1920,29,1004530008,711284,2100,103.73342032886217,67.05,Constructed,1006476,2017-08-22 17:54:21+00:00,Photogrammetric,759581,329.85,280.38,56.08,69421.0,190.2,3.39,,,,,,R8B,,,,False,False,,False
,1004680035,318.99609375,1950,29,1004680035,216043,2100,95.525835379367237,63.15,Constructed,1006867,2017-08-22 18:03:49+00:00,Photogrammetric,485482,182.99,155.54,31.11,38511.0,105.5,3.39,,,,,,R8B,,,,False,False,,False
,1004530003,416.42578125,1920,28,1004530003,782090,2100,101.237425497605,55.19,Constructed,1006471,2017-08-22 18:13:57+00:00,Photogrammetric,30847,238.89,203.05,40.61,50276.0,137.7,3.39,,,,,,R8B,,,,False,False,,False
,1004540057,314.21484375,1900,24,1004540057,254461,2100,102.61019728850138,71.99,Constructed,1006504,2017-08-22 18:37:48+00:00,Photogrammetric,45794,180.26,153.22,30.64,37937.0,103.9,3.39,,,,,,R7A,,,,False,False,,False
,1004510014,286.578125,1900,29,1004510014,192341,2100,93.101326453259674,67.65,Constructed,1006405,2017-08-22 19:39:41+00:00,Photogrammetric,489618,164.4,139.74,27.95,34600.0,94.8,3.39,,,,,,R8B,,,,False,False,,False
,1004680037,370.953125,1920,29,1004680037,353054,2100,94.561993271285232,62.88,Constructed,1006869,2017-08-22 18:54:37+00:00,Photogrammetric,436053,212.8,180.88,36.18,44786.0,122.7,3.39,,,,,,R8B,,,,False,False,,False
,1004520026,119.421875,1900,26,1004520026,751178,2100,43.783966585902192,32.78,Constructed,1077701,2009-02-14 00:00:00+00:00,Photogrammetric,415650,68.51,58.23,11.65,14418.0,39.5,3.39,,,,,,R7A,,,,False,False,,False
,1004530001,202.66015625,1900,30,1004530001,853063,2100,60.7684332644606,54.83,Constructed,1077704,2017-08-22 17:28:33+00:00,Photogrammetric,653990,116.26,98.82,19.76,24468.0,67.0,3.39,,,,,,R7A,,,,False,False,,False
,1004540066,167.01171875,1920,26,1004540066,471946,2100,57.798120179593894,64.67,Constructed,1077709,2017-08-22 17:33:25+00:00,Photogrammetric,677659,95.8,81.43,16.29,20163.0,55.2,3.39,,,,,,R8B,,,,False,False,,False
,1004540024,507.8203125,1900,24,1004540024,853062,2100,120.04037218233174,63.13,Constructed,1006483,2017-08-22 18:43:40+00:00,Photogrammetric,409650,291.32,247.63,49.53,61312.0,168.0,3.39,,,,,,R8B,,,,False,False,,False
,1004520019,260.6875,1900,27,1004520019,759847,2100,89.623945326397418,74.23,Constructed,1006441,2017-08-22 18:50:08+00:00,Photogrammetric,268911,149.54,127.11,25.42,31473.0,86.2,3.39,,,,,,R7A,,,,False,False,,False
,1004680039,230.484375,1900,30,1004680039,560415,2100,76.837206834844665,56.78,Constructed,1006871,2017-08-22 18:12:02+00:00,Photogrammetric,349714,132.21,112.38,22.48,27825.0,76.2,3.39,,,,,,R8B,,,,False,False,,False
,1004510055,250.6015625,1900,30,1004510055,442827,2100,74.103965059804167,51.59,Constructed,1006429,2017-08-22 18:16:16+00:00,Photogrammetric,783397,143.77,122.21,24.44,30258.0,82.9,3.39,,,,,,R8B,,,,False,False,,False
,1004510021,262.30859375,1900,28,1004510021,924343,2100,89.717804423176631,65.27,Constructed,1006411,2017-08-22 18:07:48+00:00,Photogrammetric,106145,150.47,127.9,25.58,31669.0,86.8,3.39,,,,,,R7A,,,,False,False,,False
,1004540029,354.0234375,1900,24,1004540029,682681,2100,104.44640028332978,59.12,Constructed,1006485,2017-08-22 18:45:02+00:00,Photogrammetric,626010,203.09,172.62,34.52,42742.0,117.1,3.39,,,,,,R8B,,,,False,False,,False
,1004540052,1100.7890625,1927,24,1004540052,313048,2100,160.25277186987313,99.27,Constructed,1006502,2017-08-22 18:19:29+00:00,Photogrammetric,807892,631.48,536.76,107.35,132901.0,364.1,3.39,,,,,,R8B,,,,False,False,,False
,1004520051,282.95703125,1900,28,1004520051,769481,2100,92.7860792019435,57.31,Constructed,1006466,2017-08-22 17:44:15+00:00,Photogrammetric,648783,162.32,137.97,27.59,34162.0,93.6,3.39,,,,,,R8B,,,,False,False,,False
,1004530061,946.3515625,2008,26,1004537501,47897,2100,123.22981670049424,78.2988129,Constructed,1088706,2017-08-22 19:04:11+00:00,Photogrammetric,1238507,542.89,461.45,92.29,114256.0,313.0,3.39,,,,,,R8B,,,,False,False,,False
,1004540060,558.78515625,1920,25,1004540060,305638,2100,130.61815980512642,64.37,Constructed,1006506,2017-08-22 18:02:53+00:00,Photogrammetric,59239,320.55,272.47,54.49,67464.0,184.8,3.39,,,,,,R8B,,,,False,False,,False
,1004540022,333.66015625,1900,24,1004540022,338594,2100,103.62875137705798,59.48,Constructed,1006481,2017-08-22 18:54:56+00:00,Photogrammetric,121341,191.4,162.69,32.54,40283.0,110.4,3.39,,,,,,R8B,,,,False,False,,False
,1004530007,293.63671875,1900,29,1004530007,948339,2100,88.370754027370836,54.06,Constructed,1006475,2017-08-22 18:24:35+00:00,Photogrammetric,156353,168.45,143.18,28.64,35452.0,97.1,3.39,,,,,,R7A,,,,False,False,,False
